country,locode,name,name_wo,sub_division,function,status,iata,coordinates,remarks,UNLogNumber
CL,CLACH,Achao,Achao,LL,1-------,RN,,4227S 07331W,,
CL,CLALG,Algarrobo,Algarrobo,VS,--3-----,RN,,3322S 07140W,,
CL,CLALH,Alhué,Alhue,RM,--3-----,RN,,3402S 07106W,,
CL,CLABB,Alto Bío Bío,Alto Bio Bio,BI,--3-----,RN,,3843S 07108W,,
CL,CLADC,Alto del Carmen,Alto del Carmen,AT,--3-----,RN,,2846S 07030W,,
CL,CLAHP,Alto Hospicio,Alto Hospicio,TA,--3-----,RL,,2015S 07007W,,
CL,CLWAP,Alto Palena Apt,Alto Palena Apt,AI,--34----,RL,,4338S 07149W,,
CL,CLM9Z,Ancoa,Ancoa,ML,--3-----,RL,,3555S 07126W,,
CL,CLZUD,Ancud,Ancud,LL,1-34----,AI,,4151S 07350W,,
CL,CLAND,Andacollo,Andacollo,CO,--3-----,RN,,3013S 07105W,,
CL,CLANG,Angol,Angol,AR,-23-----,RL,,3748S 07243W,,
CL,CLANF,Antofagasta,Antofagasta,AN,1--4----,AI,,2338S 07023W,,
CL,CLANT,Antuco,Antuco,BI,--3-----,RN,,3720S 07141W,,
CL,CLARA,Arauco,Arauco,BI,1-3-----,RN,,3715S 07319W,,
CL,CLARI,Arica,Arica,AP,1-34----,AI,,1829S 07019W,,
CL,CLAYA,Ayacara,Ayacara,LL,1-------,RN,,4218S 07247W,,
CL,CLBLR,Bahia Laredo,Bahia Laredo,MA,1-3-----,RL,,5258S 07048W,,
CL,CLBAG,Bahía San Gregorio,Bahia San Gregorio,MA,1-------,AI,,5237S 07008W,,
CL,CLBBA,Balmaceda,Balmaceda,AI,--34----,AI,,4554S 07141W,,
CL,CLBAQ,Baquedano,Baquedano,AN,--3-----,RL,,2320S 06951W,,
CL,CLBAR,Barquito,Barquito,AT,1-------,RL,,2621S 07038W,,
CL,CLBUI,Buin,Buin,RM,--3-----,RL,,3344S 07045W,,
CL,CLBUL,Bulnes,Bulnes,BI,--3-----,RN,,3644S 07218W,,
CL,CLCBD,Cabildo,Cabildo,VS,--3-----,RN,,3225S 07108W,,
CL,CLCHR,Cabo de Hornos,Cabo de Hornos,MA,1-------,RN,,5558S 06712W,,
CL,CLCNX,Cabo Negro,Cabo Negro,MA,1-------,AI,,5258S 07051W,,
CL,CLCAB,Cabrero,Cabrero,BI,-23-----,RL,,3702S 07224W,,
CL,CLCJC,Calama,Calama,AN,-234----,AI,,2227S 06855W,,
CL,CLCBC,Calbuco,Calbuco,LL,1-3-----,RL,,4145S 07308W,,
CL,CLCLD,Caldera,Caldera,AT,1-------,AI,,2702S 07048W,,
CL,CLCAA,Calderilla,Calderilla,AT,123-----,RN,,2705S 07051W,,
CL,CLCDT,Calera de Tango,Calera de Tango,RM,--3-----,RN,,3337S 07048W,,
CL,CLCLR,Caleta Clarencia,Caleta Clarencia,MA,1-------,AI,,5253S 07006W,,
CL,CLCOL,Caleta Coloso,Caleta Coloso,AN,1-------,RL,,2345S 07028W,,
CL,CLCAL,Caleta Patillos,Caleta Patillos,,1-------,RQ,,2045S 07012W,Use CL PTI,
CL,CLCLL,Calle Larga,Calle Larga,VS,--3-----,RN,,3251S 07038W,,
CL,CLCAM,Camarones,Camarones,AP,--3-----,RN,,1901S 06952W,,
CL,CLCMA,Camiña,Camina,TA,--3-----,RN,,1918S 06925W,,
CL,CLBBH,Campamento Barahona,Campamento Barahona,LI,-----6--,RL,,3406S 07031W,,
CL,CLCMP,Campanario,Campanario,BI,-----6--,RL,,3707S 07211W,,
CL,CLCAN,Canela,Canela,CO,--3-----,RN,,3124S 07127W,,
CL,CLCTE,Cañete,Canete,BI,--3-----,RN,,3748S 07324W,,
CL,CLCAR,Carahue,Carahue,AR,-23-----,RN,,3842S 07310W,,
CL,CLCRH,Carahue,Carahue,LL,1-3-----,RN,,4300S 07333W,,
CL,CLCGN,Cartagena,Cartagena,VS,--3-----,RN,,3333S 07136W,,
CL,CLCAS,Casablanca,Casablanca,VS,--3-----,RL,,3319S 07124W,Valparaiso,
CL,CLWCA,Castro,Castro,LL,1-34----,AI,,4228S 07346W,,
CL,CLCAT,Catemu,Catemu,VS,--3-----,RN,,3238S 07102W,,
CL,CLCAU,Cauquenes,Cauquenes,ML,--3-----,RN,,3558S 07221W,,
CL,CLCER,Cerrillos,Cerrillos,RM,--3-----,RL,,3329S 07043W,,
CL,CLCNV,Cerro Navia,Cerro Navia,RM,--3-----,RN,,3325S 07043W,,
CL,CLSMB,Cerro Sombrero,Cerro Sombrero,MA,--34----,AI,,5246S 06918W,,
CL,CLCHB,Chacabuco,Chacabuco,AI,1-------,AI,,4529S 07249W,,
CL,CLCCA,Chacao,Chacao,LL,1-3-----,RN,,4150S 07332W,,
CL,CLCHG,Chagres,Chagres,VS,--3-----,RL,,3248S 07058W,,
CL,CLWCH,Chaitén,Chaiten,LL,1--4----,AI,,4255S 07242W,,
CL,CLCNR,Chañaral,Chanaral,AT,1234----,AI,,2621S 07037W,,
CL,CLCHA,Chanco,Chanco,ML,--3-----,RN,,3544S 07232W,,
CL,CLB7X,Charrua,Charrua,BI,--3-----,RL,,3706S 07217W,,
CL,CLCHE,Chépica,Chepica,LI,--3-----,RN,,3444S 07117W,,
CL,CLCCO,Chicureo,Chicureo,RM,--3-----,RL,,3317S 07038W,Chicureo Abajo,
CL,CLCHI,Chiguayante,Chiguayante,BI,123-----,RN,,3655S 07301W,,
CL,CLCCH,Chile Chico,Chile Chico,AI,--3-----,AI,,4633S 07144W,,
CL,CLYAI,Chillán,Chillan,BI,-234----,AI,,3636S 07206W,,
CL,CLCHV,Chillán Viejo,Chillan Viejo,BI,--3-----,RN,,3637S 07208W,,
CL,CLCBG,Chimbarongo,Chimbarongo,LI,--3-----,RN,,3442S 07103W,,
CL,CLCHL,Cholchol,Cholchol,AR,--3-----,RN,,3836S 07251W,,
CL,CLCHO,Chonchi,Chonchi,LL,1-3-----,RN,,4236S 07348W,,
CL,CLCHU,Chuquicamata,Chuquicamata,AN,--3-----,RL,QUI,2219S 06856W,,
CL,CLCBQ,Cobquecura,Cobquecura,BI,--3-----,RN,,3608S 07247W,,
CL,CLCMO,Cochamó,Cochamo,LL,--3-----,RN,,4130S 07219W,,
CL,CLCOC,Cochrane,Cochrane,AI,--3-----,RN,LGR,4716S 07233W,,
CL,CLCOD,Codegua,Codegua,LI,--3-----,RN,,3402S 07040W,,
CL,CLCOE,Coelemu,Coelemu,BI,--3-----,RN,,3629S 07242W,,
CL,CLCOI,Coihueco,Coihueco,BI,--3-----,RN,,3637S 07150W,,
CL,CLCOO,Coinco,Coinco,LI,--3-----,RN,,3416S 07058W,,
CL,CLCOB,Colbún,Colbun,ML,--3-----,RL,,3542S 07125W,,
CL,CLCNE,Colchane,Colchane,TA,--3-----,RN,,1916S 06838W,,
CL,CLCLN,Colina,Colina,RM,-23-----,RN,,3312S 07041W,,
CL,CLCPI,Collipulli,Collipulli,AR,-23-----,RN,,3757S 07226W,,
CL,CLCTC,Coltauco,Coltauco,LI,--3-----,RN,,3418S 07106W,,
CL,CLCBB,Combarbalá,Combarbala,CO,--3-----,RN,,3110S 07100W,,
CL,CLCCP,Concepción,Concepcion,BI,12345---,AI,,3649S 07303W,,
CL,CLCLI,Conchalí,Conchali,RM,--3-----,RN,,3321S 07037W,,
CL,CLCON,Concón,Concon,VS,--3-----,RL,,3255S 07131W,,
CL,CLCST,Constitución,Constitucion,ML,1-3-----,RN,,3520S 07225W,,
CL,CLCTM,Contulmo,Contulmo,BI,--3-----,RN,,3800S 07314W,,
CL,CLCPO,Copiapó,Copiapo,AT,1--4----,AI,,2721S 07020W,,
CL,CLCQQ,Coquimbo,Coquimbo,CO,1-------,AI,,2958S 07120W,,
CL,CLCNL,Coronel,Coronel,BI,123-----,AI,,3701S 07309W,,
CL,CLCRR,Corral,Corral,LL,1-34----,AI,,3952S 07326W,,
CL,CLCXQ,Coyhaique,Coyhaique,AI,--34----,RL,GXQ,4534S 07203W,,
CL,CLCGR,Cruz Grande,Cruz Grande,CO,1-------,RL,,2927S 07118W,,
CL,CLCUN,Cunco,Cunco,AR,-23-----,RN,,3855S 07202W,,
CL,CLCCN,Curacautín,Curacautin,AR,-23-----,RN,,3826S 07153W,,
CL,CLCRV,Curacaví,Curacavi,RM,--3-----,RN,,3324S 07109W,,
CL,CLCDV,Curaco de Vélez,Curaco de Velez,LL,1-------,RN,,4226S 07334W,,
CL,CLCRN,Curanilahue,Curanilahue,BI,--3-----,RN,,3728S 07321W,,
CL,CLCRE,Curarrehue,Curarrehue,AR,--3-----,RN,,3921S 07135W,,
CL,CLCRM,Curauma,Curauma,VS,--3-----,RL,,3309S 07141W,,
CL,CLCRT,Curepto,Curepto,ML,--3-----,RN,,3505S 07201W,,
CL,CLCUR,Curicó,Curico,ML,-23-----,RL,ZCQ,3458S 07114W,,
CL,CLDCH,Dalcahue,Dalcahue,LL,1-3-----,RL,,4223S 07340W,,
CL,CLDDA,Diego de Almagro,Diego de Almagro,AT,--3-----,RN,,2622S 07003W,,
CL,CLA2T,Domeyko,Domeyko,AT,--3-----,RL,,2857S 07053W,,
CL,CLDOH,Doñihue,Donihue,LI,--3-----,RN,,3414S 07058W,,
CL,CLELB,El Bosque,El Bosque,RM,--3-----,RN,,3334S 07042W,,
CL,CLELC,El Carmen,El Carmen,BI,--3-----,RN,,3654S 07202W,,
CL,CLEML,El Melón,El Melon,VS,--3-----,RL,,3237S 07113W,,
CL,CLELM,El Monte,El Monte,RM,--3-----,RN,,3341S 07101W,,
CL,CLELP,El Palqui,El Palqui,CO,--3-----,RL,,3045S 07059W,,
CL,CLELQ,El Quisco,El Quisco,VS,--3-----,RN,,3324S 07142W,,
CL,CLESR,El Salvador,El Salvador,AT,---4----,AI,,2616S 06935W,,
CL,CLELT,El Tabo,El Tabo,VS,--3-----,RN,,3327S 07140W,,
CL,CLEMP,Empedrado,Empedrado,ML,--3-----,RN,,3536S 07217W,,
CL,CLERC,Ercilla,Ercilla,AR,-23-----,RN,,3803S 07223W,,
CL,CLESC,Escuadrón,Escuadron,BI,--3-----,RL,,3658S 07309W,,
CL,CLECT,Estación Central,Estacion Central,RM,-23-----,RN,,3327S 07040W,,
CL,CLFLO,Florida,Florida,BI,--3-----,RN,,3649S 07240W,,
CL,CLFRE,Freire,Freire,AR,-23-----,RN,,3857S 07238W,,
CL,CLFRN,Freirina,Freirina,AT,-23-----,RN,,2830S 07104W,,
CL,CLFRS,Fresia,Fresia,LL,-23-----,RN,,4109S 07327W,,
CL,CLFRT,Frutillar,Frutillar,LL,--3-----,RN,,4107S 07306W,,
CL,CLFFU,Futaleufú,Futaleufu,LL,--34----,AI,,4310S 07150W,,
CL,CLFUT,Futrono,Futrono,LL,--3-----,RN,,4008S 07224W,,
CL,CLGAL,Galvarino,Galvarino,AR,-23-----,RN,,3824S 07247W,,
CL,CLGIO,Gatico,Gatico,AN,--3-----,RL,,2230S 07014W,,
CL,CLGLG,General Lagos,General Lagos,AP,-23-----,RN,,1739S 06938W,,
CL,CLGOR,Gorbea,Gorbea,AR,-23-----,RL,,3906S 07241W,,
CL,CLGRA,Graneros,Graneros,LI,--3-----,RN,,3404S 07044W,,
CL,CLGUA,Guaitecas,Guaitecas,AI,1-------,RN,,4344S 07354W,,
CL,CLGYC,Guayacán,Guayacan,CO,1-------,AI,,2959S 07122W,,
CL,CLHIJ,Hijuelas,Hijuelas,VS,--3-----,RN,,3248S 07110W,,
CL,CLHOR,Horcón,Horcon,VS,--3-----,RL,,3243S 07130W,,
CL,CLHPO,Huachipato,Huachipato,BI,--3-----,RL,,3644S 07307W,,
CL,CLHUH,Hualaihué,Hualaihue,LL,1-3-----,RN,,4201S 07241W,,
CL,CLHLE,Hualañé,Hualane,ML,--3-----,RN,,3459S 07149W,,
CL,CLHPN,Hualpén,Hualpen,BI,--3-----,RN,,3647S 07307W,,
CL,CLHQI,Hualqui,Hualqui,BI,--3-----,RN,,3658S 07256W,,
CL,CLHUA,Huara,Huara,TA,--3-----,RN,,1959S 06947W,,
CL,CLHSO,Huasco,Huasco,AT,1-------,AI,,2827S 07113W,,
CL,CLHUE,Huechuraba,Huechuraba,RM,--3-----,RN,,3321S 07040W,,
CL,CLHUL,Huepil,Huepil,BI,--3-----,RL,,3714S 07156W,,
CL,CLRHU,Hurtado,Hurtado,CO,--3-----,RN,,3017S 07042W,,
CL,CLIGC,Iglesia Colorada,Iglesia Colorada,AT,--3-----,RL,,2809S 06952W,,
CL,CLILL,Illapel,Illapel,CO,--3-----,RN,,3137S 07109W,,
CL,CLIND,Independencia,Independencia,RM,--3-----,RN,,3325S 07040W,,
CL,CLIQQ,Iquique,Iquique,TA,1--4----,AI,,2013S 07008W,,
CL,CLIDM,Isla de Maipo,Isla de Maipo,RM,--3-----,RN,,3345S 07054W,,
CL,CLIPC,Isla de Pascua,Isla de Pascua,VS,1--4----,AI,,2709S 10925W,,
CL,CLISG,Isla Guarello,Isla Guarello,MA,1-------,AI,,5240S 07341W,,
CL,CLJFZ,Juan Fernández,Juan Fernandez,VS,1-------,RN,,3340S 07947W,,
CL,CLLCL,La Calera,La Calera,VS,-23-----,RL,,3247S 07111W,,
CL,CLLAC,La Chimba,La Chimba,AN,--3-----,RL,,2333S 07024W,,
CL,CLLCI,La Cisterna,La Cisterna,RM,--3-----,RN,,3333S 07041W,,
CL,CLLCZ,La Cruz,La Cruz,VS,--3-----,RN,,3250S 07114W,,
CL,CLLES,La Estrella,La Estrella,LI,--3-----,RN,,3412S 07140W,,
CL,CLLFL,La Florida,La Florida,RM,--3-----,RN,,3333S 07034W,,
CL,CLLGJ,La Granja,La Granja,RM,--3-----,RN,,3335S 07035W,,
CL,CLLAH,La Higuera,La Higuera,CO,--3-----,RN,,2940S 07100W,,
CL,CLLAJ,La Laja,La Laja,BI,--3-----,RN,,3716S 07242W,,
CL,CLLIG,La Ligua,La Ligua,VS,--3-----,RN,,3227S 07113W,,
CL,CLLNE,La Negra,La Negra,AN,--3-----,RL,,2346S 07019W,,
CL,CLPAZ,La Paz,La Paz,AR,--3-----,RL,,3924S 07243W,,
CL,CLLPI,La Pintana,La Pintana,RM,--3-----,RN,,3332S 07035W,,
CL,CLREI,La Reina,La Reina,RM,--3-----,RN,,3327S 07033W,,
CL,CLLSC,La Serena,La Serena,CO,1--4----,AI,,2953S 07114W,,
CL,CLLUN,La Unión,La Union,LL,-23-----,RN,,4017S 07305W,,
CL,CLRNC,Lago Ranco,Lago Ranco,LL,-23-----,RN,,4019S 07230W,,
CL,CLLVD,Lago Verde,Lago Verde,AI,--3-----,RN,,4414S 07150W,,
CL,CLLBL,Laguna Blanca,Laguna Blanca,MA,--3-----,RN,,5215S 07155W,,
CL,CLLAM,Lampa,Lampa,RM,--3-----,RN,,3317S 07054W,,
CL,CLLAN,Lanco,Lanco,LL,-23-----,RN,,3927S 07247W,,
CL,CLLCB,Las Cabras,Las Cabras,LI,-23-----,RN,,3418S 07119W,,
CL,CLLCO,Las Condes,Las Condes,RM,--3-----,RN,,3322S 07031W,,
CL,CLLAS,Las Salinas/Quintero,Las Salinas/Quintero,VS,--3-----,RL,,3245S 07128W,,
CL,CLLVS,Las Ventanas,Las Ventanas,VS,-----6--,RL,,3316S 07139W,,
CL,CLLAU,Lautaro,Lautaro,AR,-23-----,RN,,3831S 07227W,,
CL,CLLEB,Lebu,Lebu,BI,123-----,RL,,3736S 07339W,,
CL,CLLIC,Licantén,Licanten,ML,--3-----,RN,,3459S 07200W,,
CL,CLLIM,Limache,Limache,VS,-23-----,RN,,3259S 07117W,,
CL,CLLMR,Limarí,Limari,CO,--3-----,RL,,3037S 07116W,,
CL,CLLIN,Linares,Linares,ML,-23-----,RL,ZLR,3551S 07136W,,
CL,CLLDR,Linderos,Linderos,RM,--3-----,RL,,3346S 07044W,,
CL,CLLQN,Lirquén,Lirquen,BI,123-----,AI,,3642S 07259W,,
CL,CLLIT,Litueche,Litueche,LI,--3-----,RN,,3411S 07140W,,
CL,CLLIU,Liucura,Liucura,AR,--3-----,RQ,,3839S 07105W,,
CL,CLLLA,Llaillay,Llaillay,VS,-23-----,RN,,3251S 07058W,,
CL,CLLIA,Llanquihue,Llanquihue,LL,123-----,RL,,4115S 07300W,,
CL,CLLLI,Llico,Llico,BI,1-3-----,RN,,3712S 07334W,,
CL,CLLLO,Llolleo,Llolleo,VS,--3-----,RL,,3337S 07136W,,
CL,CLLBA,Lo Barnechea,Lo Barnechea,RM,--3-----,RN,,3321S 07031W,,
CL,CLLEJ,Lo Espejo,Lo Espejo,RM,--3-----,RN,,3332S 07043W,,
CL,CLLPR,Lo Prado,Lo Prado,RM,--3-----,RN,,3326S 07044W,,
CL,CLLOL,Lolol,Lolol,LI,--3-----,RN,,3444S 07139W,,
CL,CLLNC,Loncoche,Loncoche,AR,-23-----,RL,,3923S 07244W,,
CL,CLLON,Longaví,Longavi,ML,--3-----,RN,,3558S 07141W,,
CL,CLLQY,Lonquimay,Lonquimay,AR,--3-----,RN,,3826S 07114W,,
CL,CLLUE,Lontué,Lontue,ML,--3-----,RL,,3504S 07116W,,
CL,CLLAL,Los Álamos,Los Alamos,BI,--3-----,RN,,3737S 07328W,,
CL,CLLND,Los Andes,Los Andes,VS,-23-----,RL,,3249S 07035W,,
CL,CLLSQ,Los Ángeles,Los Angeles,BI,-234----,RL,,3727S 07221W,,
CL,CLULC,Los Cerrillos Apt/Santiago,Los Cerrillos Apt/Santiago,RM,--34----,RL,,3329S 07041W,,
CL,CLLLG,Los Lagos,Los Lagos,LL,-23-----,RN,,3951S 07250W,,
CL,CLLMU,Los Muermos,Los Muermos,LL,-23-----,RN,,4124S 07329W,,
CL,CLLSA,Los Sauces,Los Sauces,AR,-23-----,RN,,3758S 07250W,,
CL,CLLVT,Los Vientos,Los Vientos,AN,123-----,RL,,2441S 06946W,,
CL,CLLOS,Los Vilos,Los Vilos,CO,1-------,RL,,3154S 07130W,,
CL,CLLTA,Lota,Lota,BI,1-3-----,AI,,3705S 07309W,,
CL,CLLUM,Lumaco,Lumaco,AR,-23-----,RN,,3809S 07255W,,
CL,CLMCI,Machalí,Machali,LI,--3-----,RN,,3411S 07040W,,
CL,CLMAC,Macul,Macul,RM,--3-----,RN,,3330S 07034W,,
CL,CLMAF,Máfil,Mafil,LL,-23-----,RN,,3939S 07257W,,
CL,CLMAI,Maipú,Maipu,RM,--3-----,RN,,3331S 07046W,,
CL,CLMAL,Malloa,Malloa,LI,-23-----,RN,,3427S 07057W,,
CL,CLMCO,Malloco,Malloco,RM,--3-----,RL,,3337S 07052W,,
CL,CLMAR,Marchihue,Marchihue,LI,--3-----,RN,,3424S 07138W,,
CL,CLMAE,María Elena,Maria Elena,AN,--3-----,RN,,2221S 06940W,,
CL,CLMPI,María Pinto,Maria Pinto,RM,--3-----,RN,,3332S 07108W,,
CL,CLMRQ,Mariquina,Mariquina,LL,-23-----,RN,,4008S 07220W,,
CL,CLMAU,Maule,Maule,ML,--3-----,RN,,3532S 07142W,,
CL,CLMLL,Maullín,Maullin,LL,1-3-----,RN,,4137S 07335W,,
CL,CLMJS,Mejillones,Mejillones,AN,1-------,AI,,2306S 07027W,,
CL,CLMLI,Melinka,Melinka,LL,1-3-----,RN,,4352S 07345W,,
CL,CLMLP,Melipeuco,Melipeuco,AR,--3-----,RN,,3851S 07142W,,
CL,CLMEL,Melipilla,Melipilla,RM,--3-----,RL,,3341S 07113W,,
CL,CLMIC,Michilla,Michilla,AN,1-3-----,RN,,2244S 07016W,,
CL,CLMIN,Mininco,Mininco,AR,--3-----,AM,,3747S 07228W,,
CL,CLMOL,Molina,Molina,ML,-23-----,RN,,3507S 07117W,,
CL,CLMTP,Monte Patria,Monte Patria,CO,--3-----,RN,,3041S 07056W,,
CL,CLMUL,Mulchén,Mulchen,BI,--3-----,RN,,3743S 07214W,,
CL,CLNAC,Nacimiento,Nacimiento,BI,--3-----,RN,,3730S 07240W,,
CL,CLNCG,Nancagua,Nancagua,LI,--3-----,RL,,3440S 07113W,,
CL,CLNAN,Nancahua,Nancahua,LI,-23-----,RN,,3438S 07112W,,
CL,CLNAV,Navidad,Navidad,LI,--3-----,RN,,3357S 07150W,,
CL,CLNEG,Negrete,Negrete,BI,--3-----,RN,,3735S 07231W,,
CL,CLNBL,Niebla,Niebla,LL,-23-----,RL,,3951S 07323W,,
CL,CLNIN,Ninhue,Ninhue,BI,--3-----,RN,,3624S 07224W,,
CL,CLNPS,Nipas,Nipas,BI,--3-----,RL,,3636S 07232W,,
CL,CLNQN,Ñiquén,Niquen,BI,-23-----,RN,,3614S 07204W,,
CL,CLNOG,Nogales,Nogales,VS,--3-----,RN,,3244S 07115W,,
CL,CLNOS,Nos,Nos,RM,--3-----,RL,,3339S 07043W,,
CL,CLNAL,Nueva Aldea,Nueva Aldea,BI,1-3-----,RL,,3639S 07227W,,
CL,CLNIM,Nueva Imperial,Nueva Imperial,AR,-23-----,RN,,3844S 07257W,,
CL,CLNUN,Ñuñoa,Nunoa,RM,--3-----,RN,,3328S 07036W,,
CL,CLOHI,O'Higgins,O'Higgins,AI,1-------,RN,,4828S 07234W,,
CL,CLOLI,Olivar,Olivar,LI,-23-----,RN,,3414S 07053W,,
CL,CLOLL,Ollagüe,Ollague,AN,-23-----,RN,,2114S 06816W,,
CL,CLOLM,Olmué,Olmue,VS,--3-----,RN,,3300S 07112W,,
CL,CLZOS,Osorno,Osorno,LL,1234----,AI,,4034S 07309W,,
CL,CLOVL,Ovalle,Ovalle,CO,1--4----,AI,,3035S 07112W,,
CL,CLPHU,Padre Hurtado,Padre Hurtado,RM,--3-----,RN,,3334S 07050W,,
CL,CLPLC,Padre Las Casas,Padre Las Casas,AR,-23-----,RN,,3846S 07236W,,
CL,CLPAI,Paiguano,Paiguano,CO,--3-----,RN,,3001S 07032W,,
CL,CLPAO,Paillaco,Paillaco,LL,-23-----,RN,,4004S 07253W,,
CL,CLPNE,Paine,Paine,RM,--3-----,RN,,3349S 07045W,,
CL,CLPAL,Palena,Palena,LL,--3-----,RN,,4337S 07148W,,
CL,CLPMA,Palmilla,Palmilla,LI,-23-----,RN,,3436S 07122W,,
CL,CLPAN,Panguipulli,Panguipulli,LL,123-----,RN,,3938S 07220W,,
CL,CLPQH,Panquehue,Panquehue,VS,--3-----,RN,,3248S 07050W,,
CL,CLPAP,Papudo,Papudo,VS,--3-----,RN,,3231S 07127W,,
CL,CLPAR,Paredones,Paredones,LI,--3-----,RN,,3439S 07155W,,
CL,CLPGA,Pargua,Pargua,LL,1-3-----,RN,,4148S 07326W,,
CL,CLPRL,Parral,Parral,ML,--3-----,RN,,3609S 07150W,,
